# Type: Normal
susan_sqrtf|Loop in file susan.c near line 311|BB#3:for.cond<header><exiting>_BB#4:for.body_BB#5:if.then2_BB#6:if.then7_BB#7:if.end_BB#8:if.end8_BB#9:for.inc<latch>|19
susan_getint|Loop in file susan.c near line 372|BB#9:while.body10<header><exiting>_BB#11:if.end14<exiting>_BB#12:lor.lhs.false<exiting>_BB#14:if.end18<latch>|-1
susan_getint|Loop in file susan.c near line 358|BB#1:while.body<header>_BB#2:if.then_BB#3:if.end_BB#4:if.then3_BB#5:if.end4<exiting>_BB#7:if.end8<latch>|-1
susan_put_image|Loop in file susan.c near line 416|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|0
susan_int_to_uchar|Loop in file susan.c near line 436|BB#10:for.cond21<header><exiting>_BB#11:for.body24_BB#12:for.inc26<latch>|-1
susan_int_to_uchar|Loop in file susan.c near line 444|BB#15:for.cond30<header><exiting>_BB#16:for.body33_BB#17:for.inc39<latch>|-1
susan_int_to_uchar|Loop in file susan.c near line 426|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.end_BB#5:if.then14_BB#6:if.end17_BB#7:for.inc<latch>|-1
susan_setup_brightness_lut|Loop in file susan.c near line 458|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.end_BB#5:for.inc<latch>|513
susan_principle|Loop in file susan.c near line 480|BB#3:for.cond2<header><exiting>_BB#4:for.body5_BB#5:if.then_BB#6:if.end_BB#7:for.inc<latch>|-1
susan_principle|Loop in file susan.c near line 478|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.cond2_BB#4:for.body5_BB#5:if.then_BB#6:if.end_BB#7:for.inc_BB#8:for.end_BB#9:for.inc238<latch>|-1
susan_principle_small|Loop in file susan.c near line 553|BB#3:for.cond2<header><exiting>_BB#4:for.body5_BB#5:if.then_BB#6:if.end_BB#7:for.inc<latch>|-1
susan_principle_small|Loop in file susan.c near line 551|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.cond2_BB#4:for.body5_BB#5:if.then_BB#6:if.end_BB#7:for.inc_BB#8:for.end_BB#9:for.inc66<latch>|-1
susan_median|Loop in file susan.c near line 595|BB#3:for.cond49<header><exiting>_BB#4:for.body53_BB#5:if.then_BB#6:if.end_BB#7:for.inc<latch>|-1
susan_median|Loop in file susan.c near line 593|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.cond49_BB#4:for.body53_BB#5:if.then_BB#6:if.end_BB#7:for.inc_BB#8:for.end_BB#9:for.inc65<latch>|7
susan_enlarge|Loop in file susan.c near line 634|BB#11:for.cond36<header><exiting>_BB#12:for.body40_BB#13:for.inc68<latch>|-1
susan_enlarge|Loop in file susan.c near line 632|BB#9:for.cond33<header><exiting>_BB#10:for.body35_BB#11:for.cond36_BB#14:for.end70_BB#15:for.inc71<latch>_BB#12:for.body40_BB#13:for.inc68|-1
susan_enlarge|Loop in file susan.c near line 621|BB#5:for.cond6<header><exiting>_BB#6:for.body8_BB#7:for.inc30<latch>|-1
susan_enlarge|Loop in file susan.c near line 615|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|-1
susan_smoothing|Loop in file susan.c near line 714|BB#26:for.cond73<header><exiting>_BB#27:for.body76_BB#28:for.inc88<latch>|-1
susan_smoothing|Loop in file susan.c near line 712|BB#24:for.cond68<header><exiting>_BB#25:for.body71_BB#26:for.cond73_BB#27:for.body76_BB#28:for.inc88_BB#30:for.end90_BB#31:for.inc92<latch>|-1
susan_smoothing|Loop in file susan.c near line 704|BB#22:for.cond54<header><exiting>_BB#23:for.body58_BB#24:for.cond68_BB#25:for.body71_BB#26:for.cond73_BB#27:for.body76_BB#28:for.inc88_BB#30:for.end90_BB#31:for.inc92_BB#32:for.end94_BB#34:if.else101_BB#33:if.then98_BB#35:if.end107_BB#36:for.inc108<latch>|-1
susan_smoothing|Loop in file susan.c near line 702|BB#20:for.cond49<header><exiting>_BB#21:for.body53_BB#22:for.cond54_BB#37:for.end110_BB#38:for.inc111<latch>_BB#23:for.body58_BB#24:for.cond68_BB#25:for.body71_BB#26:for.cond73_BB#27:for.body76_BB#28:for.inc88_BB#30:for.end90_BB#31:for.inc92_BB#32:for.end94_BB#34:if.else101_BB#33:if.then98_BB#35:if.end107_BB#36:for.inc108|-1
susan_smoothing|Loop in file susan.c near line 693|BB#14:for.cond33<header><exiting>_BB#15:for.body36_BB#16:for.inc<latch>|-1
susan_smoothing|Loop in file susan.c near line 691|BB#12:for.cond<header><exiting>_BB#13:for.body_BB#14:for.cond33_BB#15:for.body36_BB#16:for.inc_BB#17:for.end_BB#18:for.inc46<latch>|-1
susan_smoothing|Loop in file susan.c near line 736|BB#43:for.cond120<header><exiting>_BB#44:for.body124_BB#46:if.else214_BB#45:if.then211_BB#47:if.end220_BB#48:for.inc221<latch>|-1
susan_smoothing|Loop in file susan.c near line 734|BB#41:for.cond115<header><exiting>_BB#42:for.body119_BB#43:for.cond120_BB#49:for.end223_BB#50:for.inc224<latch>_BB#44:for.body124_BB#46:if.else214_BB#45:if.then211_BB#47:if.end220_BB#48:for.inc221|-1
susan_edge_draw|Loop in file susan.c near line 803|BB#2:for.cond<header><exiting>_BB#3:for.body_BB#4:if.then4_BB#5:if.end_BB#6:for.inc<latch>|-1
susan_edge_draw|Loop in file susan.c near line 825|BB#9:for.cond17<header><exiting>_BB#10:for.body21_BB#11:if.then25_BB#12:if.end30_BB#13:for.inc32<latch>|-1
susan_thin|Loop in file susan.c near line 979|BB#35:for.cond317<header><exiting>_BB#36:for.body320_BB#37:if.then327_BB#38:if.end332_BB#39:for.inc<latch>|3
susan_thin|Loop in file susan.c near line 977|BB#33:for.cond313<header><exiting>_BB#34:for.body316_BB#35:for.cond317_BB#36:for.body320_BB#37:if.then327_BB#38:if.end332_BB#39:for.inc_BB#40:for.end_BB#41:for.inc333<latch>|3
