# Type: Normal
fmref_main|Loop in file fmref.c near line 115|BB#7:while.cond<header><exiting>_BB#8:while.body_BB#9:if.then5_BB#10:if.end6<latch>|2
fmref_main|Loop in file fmref.c near line 106|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:if.then_BB#4:if.end_BB#5:for.inc<latch>|64
fmref_init_lpf_data|Loop in file fmref.c near line 184|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#4:if.else_BB#3:if.then_BB#5:if.end_BB#6:for.inc<latch>|64
fmref_init_equalizer|Loop in file fmref.c near line 237|BB#9:for.cond11<header><exiting>_BB#10:for.body13_BB#12:cond.false_BB#11:cond.true_BB#13:cond.end_BB#14:for.inc18<latch>|10
fmref_init_equalizer|Loop in file fmref.c near line 233|BB#5:for.cond2<header><exiting>_BB#6:for.body4_BB#7:for.inc8<latch>|11
fmref_init_equalizer|Loop in file fmref.c near line 228|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|11
fmref_get_floats|Loop in file fmref.c near line 165|BB#1:while.cond<header><exiting>_BB#2:while.body<latch>|200
fmref_run_lpf|Loop in file fmref.c near line 199|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|64
fmref_run_equalizer|Loop in file fmref.c near line 267|BB#5:for.cond12<header><exiting>_BB#6:for.body14_BB#7:for.inc18<latch>|10
fmref_run_equalizer|Loop in file fmref.c near line 258|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|11
fmref_fb_compact|Loop in file fmref.c near line 136|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|60
statemate_FH_DU|Loop in file statemate.c near line 1005|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.body_BB#4:for.body_BB#20:sw.default_BB#16:sw.bb16_BB#17:land.lhs.true18_BB#18:if.then21_BB#19:if.end22_BB#9:sw.bb3_BB#10:land.lhs.true6_BB#11:if.then8_BB#12:if.end9_BB#13:land.lhs.true12_BB#14:if.then14_BB#15:if.end15_BB#5:sw.bb_BB#6:land.lhs.true_BB#7:if.then_BB#8:if.end_BB#21:sw.epilog_BB#22:if.then24_BB#23:if.end25_BB#24:if.then27_BB#25:if.end28_BB#26:if.then30_BB#27:if.end31_BB#28:if.then33_BB#29:if.end34_BB#30:if.then39_BB#31:if.then41_BB#32:if.end42_BB#33:if.end43_BB#34:if.then48_BB#35:if.then50_BB#36:if.end51_BB#37:if.end52_BB#38:if.then57_BB#39:if.then59_BB#40:if.end60_BB#41:if.end61_BB#42:if.then66_BB#43:if.then68_BB#44:if.end69_BB#45:if.end70_BB#46:for.inc<latch>|100
